rank,keyword,npscore
411,생크림,28
410,스위치,10
407,실크,18
408,유제품,10
412,팬츠,26
422,고추장,17
414,남성복,23
417,냉방기,2
423,드레싱,15
419,사리,5
415,액자,1
420,우의,13
418,찬장,13
421,타일,13
416,퇴비,11
425,가발,10
435,관용차,24
432,단열재,12
434,등심,17
430,반바지,17
433,병풍,16
426,스커트,14
429,스프링,19
427,신상품,24
431,아몬드,24
428,오븐,24
424,퍼즐,10
437,갈비찜,21
447,군만두,19
441,꼬치,13
446,두부,7
436,라떼,15
448,면도,3
442,스컬,17
438,연단,1
445,요람,13
443,콘센트,9
439,쿨러,19
444,핸들,5
440,후드,11
455,가야금,16
458,견인차,8
451,다이어리,15
456,레드와인,6
453,먹을거리,12
459,비지,20
457,서스펜션,16
454,손수건,4
449,스니커즈,22
452,약초,20
450,전자레인지,8
460,케익,22
461,코지마,4
463,막대,2
462,삼계탕,21
464,아로마,18
470,액정,3
469,운동복,12
468,인조잔디,9
466,전구,5
467,판화,7
465,프라이,17
477,계기판,14
475,꽈배기,18
476,메가폰,11
471,목살,14
479,배낭,10
472,슬리퍼,4
473,아동복,8
474,충전기,5
478,핫도그,18
480,미역국,9
491,반지,9
489,발전기,5
492,석고,19
485,쇠고기,7
486,순금,13
484,우표,15
483,참기름,17
487,초밥,15
482,파이프,7
481,플래너,15
488,하의,19
490,현미경,1
495,김치찌개,12
501,닭다리,18
497,도안,4
504,린스,6
500,비키니,11
494,상패,6
503,승마복,20
496,앰프,14
493,앵글,4
499,카푸치노,20
498,포터,10
502,후라이드,16
509,게임기,12
516,고춧가루,1
515,과육,11
507,도우,7
518,맨홀,17
508,발명품,11
514,베개,5
513,불꽃놀이,15
505,사단법인,7
512,유람선,9
517,초코,17
511,콘솔,18
510,쿠키,11
506,토르티야,17
526,가운,10
534,가위,9
525,로션,8
522,리모컨,12
533,맨투맨,4
531,물걸레,18
527,미트볼,18
523,배너,9
519,브러시,18
521,비데,14
529,셀룰로오스,18
520,소총,2
524,수은,2
532,스카프,4
530,양고기,18
535,에이드,16
536,장류,12
528,타르트,14
544,고명,9
542,닻,7
540,도너츠,17
537,머드,5
545,명패,2
543,물티슈,3
538,스탠드,3
539,콩국수,9
546,통닭,7
541,폭죽,9
551,다트,12
550,돈가스,2
548,보드게임,12
547,손목시계,10
555,육개장,14
549,지게차,1
552,패딩,16
554,핸드백,6
553,향신료,16
563,감지기,2
556,거치대,7
573,나침반,3
570,두유,5
564,롤러,4
562,마카롱,12
568,매니큐어,4
565,벌꿀,3
559,보닛,11
574,부대찌개,13
560,색소폰,10
561,샘물,11
578,서커스,5
576,수프,11
569,숯,2
558,시리얼,5
572,양모,1
567,인큐베이터,11
575,자기계,15
571,줄넘기,11
566,통기타,11
577,트럼펫,5
557,티라미수,15
600,곶감,14
583,다리미,14
607,데스크톱,4
584,드릴,14
581,마그네사이트,4
601,밀대,14
599,밀크티,14
582,비올라,12
606,상조,2
592,선철,9
590,선크림,6
586,시럽,6
589,싱크대,1
587,앞치마,2
594,야쿠르트,14
579,양동이,8
596,올리브유,12
585,인버터,8
602,자동변속기,12
603,카레,6
595,칼집,12
597,커리,14
588,케,6
604,콘도,2
591,크로노그래프,14
598,페이스트리,12
593,포차,12
580,프라이머,14
605,플루트,6
626,갈릭,13
629,머그,7
609,모시,9
611,무연탄,3
622,받침,5
610,백숙,13
621,변압기,7
616,블러,9
618,생맥주,7
620,서류철,13
619,수경,7
627,스캐너,1
615,안테나,7
608,오므라이스,9
612,우지,13
613,잠금장치,5
617,장아찌,5
614,주사위,3
623,집게,1
625,케이지,11
628,턱시도,9
624,하모니카,8
648,곱창,8
630,도넛,10
647,동관,4
642,떡갈비,6
645,레깅스,12
633,룰렛,11
646,매대,2
638,석류,12
639,수의,6
641,수저통,12
637,육포,10
632,주먹밥,8
631,지압,10
643,팥빙수,12
644,팬티,6
640,펜던트,4
636,플러그,8
635,하이패스,1
634,홈피,6
664,누룩,7
660,마네킹,8
656,면기,7
657,몽키,11
659,뱃지,11
667,분재,3
669,선루프,7
652,숄더백,10
649,수채화,7
661,숯불갈비,9
665,쉐이크,11
658,오카리나,11
663,올인원,7
650,윤활유,5
655,인공호흡기,7
662,작업복,1
653,증명사진,11
666,칠리소스,11
651,큐빅,7
654,틴트,1
668,헤이즐넛,9
670,호스,1
683,간행물,2
674,거즈,4
692,교통카드,10
688,귀걸이,4
672,깻잎,6
686,낚싯대,6
677,너트,10
678,농구공,8
689,만두피,4
691,메뉴판,4
671,베이글,6
695,비니,10
680,살코기,2
675,샹들리에,8
679,슬립,6
690,어항,4
681,여행기,4
676,우동,8
682,접착제,6
673,제습기,5
684,캔커피,10
687,트렌치코트,10
694,페퍼,8
685,풍차,4
693,해금,4
715,경비행기,7
714,구슬,1
719,군고구마,7
723,누들,7
710,단행본,5
716,독서대,7
722,마감재,1
696,매화,4
703,바이스,7
708,브레드,9
709,비소,3
721,상판,9
711,수육,9
726,아이언맨,1
701,욕조,3
697,잡곡,8
717,쟁반,3
720,저금통,3
724,전종,1
713,제초제,5
725,차단기,2
707,캠핑카,7
728,코일,3
704,탈취제,3
706,토너,3
727,토시,5
699,파스텔,5
698,포토북,1
718,합금,9
700,해치백,9
712,헤드폰,5
705,홍시,5
702,화채,5
730,가래떡,8
749,골판지,4
759,골프공,4
756,머리띠,6
734,바게트,8
746,바베큐,8
752,배트,4
748,베레모,4
755,불도저,2
744,사케,6
742,산양유,8
740,소방정,6
760,송진,2
729,스무디,8
758,스케치북,6
757,스파게티,6
747,식용유,4
733,아이스티,8
751,약주,2
732,여성복,6
762,오토트랜스,8
731,와플,8
738,위패,4
743,젓갈,4
745,찌개,6
754,청첩장,4
741,카시트,2
753,키오스,4
739,타파스,8
735,팬케이크,8
761,헤드라이트,6
750,헤모글로빈,4
736,환풍기,4
737,후라이팬,8
810,글러브,1
798,기포,7
790,나비넥타이,5
806,닭발,6
801,두루마기,1
775,들것,3
793,디지털카메라,3
808,뚝배기,7
811,라디에이터,7
789,라무네,6
807,마스카라,5
786,마요네즈,5
781,만화책,5
780,매운탕,7
800,모래시계,3
791,몰딩,7
772,문손잡이,5
779,문제집,1
809,물회,3
785,버클,7
795,베이컨,3
805,보스턴백,5
770,부표,2
804,분필,3
769,삼각대,7
787,샤브샤브,7
797,선인장,5
788,스케이트,5
792,신발장,7
777,아이스커피,7
774,약쑥,5
763,여과기,7
799,열쇠고리,1
776,자장면,1
794,장롱,5
765,전단지,3
771,전병,1
767,조약돌,7
802,창틀,1
768,칩셋,1
766,컴프레서,7
803,코다리,7
783,코스터,7
773,타카,3
796,탑스,7
784,파라솔,3
764,필라프,7
778,현악기,3
782,휴지통,1
821,거문고,4
812,거북선,2
834,게장,6
816,공유기,6
813,과실주,4
824,냅킨,4
845,단검,2
836,닭강정,6
815,레일바이크,4
832,만년필,6
822,메인보드,2
841,무스,4
820,물총,6
830,방부제,2
835,보리차,4
826,보온,4
847,비비,6
829,비스킷,4
833,사이드스텝,6
838,새우젓,4
840,서류가방,2
814,세이버,6
817,쇼콜라,2
843,수동변속기,6
842,스톱워치,6
831,슬랙스,6
828,쌍안경,2
819,쓰레받기,6
818,아귀찜,6
846,어죽,2
827,열선,4
823,우쿨렐레,6
844,자켓,4
837,치실,5
839,컨트롤러,1
825,피클,4
876,감자칩,5
873,김치볶음밥,5
875,내의,1
848,단무지,1
867,단소,1
866,달력,3
858,닭갈비,1
854,도화지,3
900,된장찌개,3
895,떡메,4
886,란제리,1
861,마시멜로,5
863,맥주잔,1
891,머플러,4
882,모빌,1
855,모카,5
902,물엿,5
901,미니밴,1
893,바벨,1
877,보면대,1
889,빵가루,5
852,세면대,3
896,소나,1
899,수도꼭지,1
857,스웨터,2
862,쌈밥,5
860,쌈장,1
868,아이라이너,1
859,아이스박스,3
881,악세사리,5
888,애저,1
885,양갱,5
850,양념치킨,5
864,완자,5
865,원반,3
897,유칼립투스,5
892,음극,5
878,장작,1
872,주머니칼,3
894,증류주,5
853,진공청소기,5
887,치즈케이크,1
884,컵케이크,3
851,크림치즈,5
890,클라리넷,4
874,클러치,3
870,키친타월,5
898,톱밥,1
883,트라이앵글,5
871,팝콘,3
903,편육,3
869,포일,1
856,필기구,5
879,해우,5
849,현미밥,3
880,화구,1
905,건담,2
910,고무나무,4
946,규조토,4
911,글라이더,3
935,냉각기,4
944,단고,4
941,도토리묵,4
916,등갈비,4
908,라이온,3
917,면사,4
920,미터기,1
942,바둑판,2
949,볼레로,4
913,비디오카메라,2
943,사포,2
945,산화마그네슘,2
936,새우깡,2
907,생화,4
912,선향,2
931,소세지,4
906,솜사탕,2
909,수피,4
921,순두부,4
928,시관,2
926,썰매,4
929,아노락,4
947,아리수,2
919,아코디언,3
924,오리고기,2
948,옷걸이,2
914,왁스,4
930,왕만두,4
933,우모,2
923,잡채,2
925,지우개,2
934,캐러멜,4
938,케첩,2
927,코넷,3
940,토트백,4
904,페도라,2
937,피스타치오,2
939,해물탕,4
918,호일,2
922,화선지,2
932,확대경,2
915,회중시계,4
968,가속기,3
952,가지찜,3
1024,갈비구이,3
951,강장제,1
1003,견사,1
998,군밤,3
1022,기록관,1
988,꼬리곰탕,3
959,낙지볶음,1
983,냉온,1
950,다라,1
965,달걀노른자,1
1010,디카,3
1018,라멘,1
1005,러그,1
1007,럭비공,1
966,롤러스케이트,3
990,마트료시카,1
971,모뎀,1
991,문패,1
1020,미들웨어,3
1011,밀리터리,2
1019,밀크셰이크,3
976,보리밥,3
980,보온병,2
954,부자재,1
993,분광계,3
1021,분무기,1
960,붕어빵,3
1002,블레이저,3
961,비녀,3
996,빙과,3
957,사이리스터,3
1008,삼합,1
994,샌디,3
1009,서랍,3
1017,서명장,3
964,설렁탕,3
989,세우,1
972,셔벗,3
979,속지,1
953,스타우트,3
1006,스파이더,3
1004,아이섀도,3
963,악세서리,3
999,양초,3
987,에나멜,3
969,연필꽂이,3
997,연하장,3
986,외발자전거,3
970,운동화,3
1023,원동기,3
981,인식표,1
992,인절미,3
973,주철,3
962,착색제,3
1016,카드뮴,3
958,카약,3
1025,커플링,3
1013,크림소스,3
967,클럭,3
1000,클리너,1
984,타금,3
995,타월,1
1001,터치패드,3
974,파르페,3
1015,퐁듀,3
1014,풍등,3
1012,프렌치프라이,3
985,한과,3
977,합금강,3
956,해빙기,1
975,헤어밴드,3
978,화장지,1
982,후크,3
955,흑맥주,3
1052,게르마늄,2
1066,계란찜,2
1094,관악기,2
1063,광섬유,2
1077,권연,2
1068,깍두기,2
1060,다리미판,2
1040,다우니,2
1055,더치커피,2
1072,동그랑땡,2
1074,디오라마,2
1090,따로국밥,2
1080,떡국,2
1028,러스크,2
1082,멜로디언,2
1042,목도리,2
1079,백김치,2
1061,베를리너,2
1039,병맥주,2
1085,복사지,2
1087,새우튀김,2
1093,샌더,1
1053,섀도우,2
1031,소금구이,2
1088,솔트,2
1084,스타우브,2
1041,식기세척기,2
1051,압지,2
1047,염도계,2
1091,오르간,2
1081,오트밀,2
1037,오프너,2
1095,유과,2
1046,유도탄,2
1083,유자차,2
1032,의치,2
1054,이뇨제,2
1049,이발기,2
1044,인쇄용지,2
1056,입욕제,2
1092,잔치국수,2
1030,점프수트,2
1038,제올라이트,2
1064,조사기,2
1029,쥬스,1
1062,채반,2
1057,초콜렛,2
1026,촛대,2
1048,커프스,2
1073,커피믹스,2
1076,컨버터,2
1036,코스튬,2
1059,테레비,2
1050,테이핑,2
1069,통살,2
1067,튀튀,2
1075,튜바,2
1065,트롬본,2
1045,폴라로이드,2
1089,플라스마,2
1078,플라이어,2
1071,합금철,2
1033,합판,2
1034,핫팬츠,2
1027,향로,1
1043,향발,2
1086,허리끈,2
1058,헤어스프레이,2
1035,호박죽,2
1070,후프,2
1134,가디건,1
1121,가속도계,1
1191,간자장,1
1205,거들,1
1123,거북등,1
1230,검출기,1
1164,고가구,1
1229,고령토,1
1116,고악기,1
1148,곡주,1
1114,곱창전골,1
1159,공기총,1
1140,금북,1
1141,기모노,1
1184,너클,1
1099,닥종이,1
1149,덤벨,1
1193,라자냐,1
1120,래틀,1
1170,로보트,1
1197,립글로스,1
1232,마늘빵,1
1210,마들렌,1
1231,마우스피스,1
1201,마이크로폰,1
1131,만둣국,1
1156,만보기,1
1109,매실차,1
1198,모기장,1
1211,모루,1
1100,모르타르,1
1199,모포,1
1136,묠니르,1
1124,믹스테이프,1
1117,바니시,1
1221,발전관,1
1115,발현악기,1
1190,밥알,1
1173,밥풀,1
1171,밧데리,1
1167,백설기,1
1103,백열전구,1
1125,버블티,1
1196,버저,1
1168,부적,1
1162,북마크,1
1163,분리기,1
1122,브라우니,1
1187,브라자,1
1195,브로치,1
1153,비취,1
1192,사라다,1
1105,사랑기,1
1219,사암,1
1143,색연필,1
1104,생굴,1
1101,생콩,1
1174,샷건,1
1227,선별기,1
1212,세척기,1
1138,소변기,1
1235,소켓,1
1204,소화제,1
1128,송편,1
1202,쇼트닝,1
1145,수제비,1
1130,스프링노트,1
1097,슬롯머신,1
1222,시계추,1
1126,심박계,1
1166,심볼,1
1203,십자수,1
1223,아마사,1
1224,압력솥,1
1183,양악기,1
1158,어탕,1
1185,에뮬레이션,1
1113,에틸렌글리콜,1
1178,에폭시,1
1225,여과지,1
1175,연적,1
1172,연필깎이,1
1194,예초기,1
1096,오이소박이,1
1118,오픈카,1
1142,우육,1
1157,유기그릇,1
1150,인삼차,1
1152,자습서,1
1228,자이로스코프,1
1112,재단기,1
1176,재첩국,1
1151,전화번호부,1
1132,주판,1
1218,증류기,1
1213,증폭기,1
1208,지구본,1
1110,찐빵,1
1226,찹쌀떡,1
1106,채리,1
1179,청국장찌개,1
1209,추어탕,1
1111,침낭,1
1155,카나페,1
1108,카라멜,1
1186,카빙,1
1137,카페모카,1
1102,커넥터,1
1216,코르크,1
1098,크래커,1
1127,크레이프,1
1169,크로켓,1
1206,키시,1
1119,타악기,1
1144,타자기,1
1154,탄닌산,1
1181,탄산칼슘,1
1139,탈리아텔레,1
1189,턱받이,1
1177,토마토소스,1
1207,통깨,1
1180,티스푼,1
1200,파니니,1
1160,팔레트,1
1165,팟타이,1
1133,패러글라이더,1
1233,퍼퓸,1
1129,페디큐어,1
1217,평행봉,1
1107,푸딩,1
1214,핸드크림,1
1147,헤어핀,1
1188,형광등,1
1234,형광펜,1
1135,호밀빵,1
1182,호빵,1
1161,화문석,1
1215,황산니켈,1
1220,황화아연,1
1146,후르츠,1
